UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long
LARCENY-NON VEHICLE,190630936,3/4/2019,455 NORTH AVE NE,603,Old Fourth Ward,M,33.77066,-84.37225
LARCENY-NON VEHICLE,190631762,3/4/2019,3393 PEACHTREE RD NE @Multiple,210,Lenox,B,33.84676,-84.36212
BURGLARY-NONRES,190630405,3/4/2019,820 FAIRBURN ROAD SW,407,Fairburn Mays,H,33.73228,-84.50946
BURGLARY-NONRES,190630386,3/4/2019,2866 FORREST HILLS DR SW,311,Hammond Park,X,33.67725,-84.39889
BURGLARY-RESIDENCE,190630421,3/4/2019,4254 RIVER GREEN DR NW,201,Paces,A,33.86325,-84.44846
LARCENY-NON VEHICLE,190630945,3/4/2019,12 ATLANTA AE SE,304,Peoplestown,V,33.73049,-84.38846
BURGLARY-RESIDENCE,190631601,3/4/2019,2175 AJAX DR NW,110,Carver Hills,G,33.79873,-84.45882
BURGLARY-RESIDENCE,190631155,3/4/2019,114 HOLIDAY AVE NE,606,Reynoldstown,N,33.75666,-84.35072
AGG ASSAULT,190631409,3/4/2019,360 PHARR RD NE,206,Buckhead Village,B,33.83752,-84.37574
AGG ASSAULT,190631626,3/4/2019,777 DONALD LEE HOLLOWELL PKWY NW ,103,English Avenue,L,33.77328,-84.41283
AGG ASSAULT,190630306,3/4/2019,980 HOLLYWOOD RD NW,109,Grove Park,J,33.78164,-84.45638
AGG ASSAULT,190631554,3/4/2019,1712 BROOKWOOD VALLEY CIR NE,207,,E,33.80997,-84.38923
AGG ASSAULT,190632002,3/4/2019,2591 ETHERIDGE DR NW,113,Carey Park,G,33.7881,-84.47292
AGG ASSAULT,190631671,3/4/2019,829 JOSEPH E BOONE BLVD NW,103,English Avenue,L,33.76362,-84.41463
AGG ASSAULT,190621776,3/3/2019,ARTHUR LANGFORD EB PKWY SW / GREENBRIAR PKWY SW,411,Greenbriar,R,33.69198,-84.49006
AGG ASSAULT,190621703,3/3/2019,846 WINDSOR ST SW,303,Mechanicsville,V,33.73172,-84.39726
AGG ASSAULT,190621293,3/3/2019,22 AUBURN AVE NE,510,Downtown,M,33.75578,-84.38781
ROBBERY-COMMERCIAL,190620614,3/3/2019,761 SIDNEY MARCUS BLVD NE @QUICK TRIP - SIDNEY,211,Lindbergh/Morosgo,B,33.82545,-84.36218
ROBBERY-PEDESTRIAN,190621807,3/3/2019,48 BROAD ST SW,511,Downtown,M,33.75283,-84.39232
ROBBERY-PEDESTRIAN,190621511,3/3/2019,1559 EZRA CHURCH DR NW,105,West Lake,J,33.75706,-84.43857
AGG ASSAULT,190621456,3/3/2019,781 CENTRAL AVE SW,303,Mechanicsville,V,33.73343,-84.39371
AGG ASSAULT,190620780,3/3/2019,324 ARCHER WAY NW,106,Bankhead,K,33.76382,-84.42366
BURGLARY-RESIDENCE,190621584,3/3/2019,163 LAUREL AVE SW,104,Mozley Park,K,33.75074,-84.44048
BURGLARY-RESIDENCE,190620001,3/3/2019,3041 LANDRUM DR SW,409,Southwest,R,33.70649,-84.48782
BURGLARY-RESIDENCE,190620984,3/3/2019,178 MOURY AVE SW,305,The Villages at Carver,Y,33.71347,-84.39079
BURGLARY-NONRES,190621167,3/3/2019,3405 LENOX RD NE,210,Lenox,B,33.84781,-84.35997
BURGLARY-RESIDENCE,190621412,3/3/2019,3804 MARTIN L KING JR DR SW,114,Old Gordon,H,33.76797,-84.51322
BURGLARY-NONRES,190620940,3/3/2019,2175 PIEDMONT RD NE,211,Lindridge/Martin Manor,F,33.81628,-84.36657
BURGLARY-NONRES,190620402,3/3/2019,898 RALPH D ABERNATHY BLVD SW,401,West End,T,33.7398,-84.41751
LARCENY-NON VEHICLE,190620742,3/3/2019,565 JOSEPH E LOWERY BLVD SW,401,West End,T,33.73969,-84.41828
LARCENY-NON VEHICLE,190620645,3/3/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,190621534,3/3/2019,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,190621245,3/3/2019,835 MARTIN L KING JR DR NW,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,190620836,3/3/2019,3500 PEACHTREE RD NE @PHIPPS PLAZA,208,North Buckhead,B,33.85302,-84.36278
LARCENY-NON VEHICLE,190620792,3/3/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,190621146,3/3/2019,1241 MORELAND AVE SE @SUNSHINE PLAZA SC,607,Woodland Hills,W,33.72055,-84.35045
LARCENY-FROM VEHICLE,190620727,3/3/2019,220 BOWEN CIR SW,305,High Point,Y,33.71538,-84.39588
LARCENY-FROM VEHICLE,190620882,3/3/2019,360 MARIETTA ST NW @MBS LOT G,507,Downtown,M,33.76269,-84.39702
LARCENY-FROM VEHICLE,190621159,3/3/2019,1919 METROPOLITAN PKWY SW,306,Sylvan Hills,X,33.70278,-84.41017
LARCENY-FROM VEHICLE,190620198,3/3/2019,509 LINDBERGH PL NE,211,Lindbergh/Morosgo,B,33.81859,-84.37192
LARCENY-FROM VEHICLE,190620266,3/3/2019,320 LUCKIE ST NW,508,Downtown,M,33.76317,-84.39627
LARCENY-FROM VEHICLE,190620296,3/3/2019,175 PETERS ST SW ,507,Castleberry Hill,M,33.7498,-84.39934
LARCENY-FROM VEHICLE,190621433,3/3/2019,900 DEKALB AVE NE,602,Inman Park,N,33.75506,-84.35781
LARCENY-FROM VEHICLE,190621289,3/3/2019,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-FROM VEHICLE,190620022,3/3/2019,MARIETTA ST NW / BROAD ST NW,508,Downtown,M,33.75492,-84.39054
LARCENY-FROM VEHICLE,190621385,3/3/2019,885 ARLINGTON PL NE,601,Virginia Highland,F,33.77878,-84.3512
LARCENY-FROM VEHICLE,190620578,3/3/2019,2716 MARTIN L KING JR DR SW,405,Harland Terrace,I,33.75395,-84.47612
LARCENY-FROM VEHICLE,190620380,3/3/2019,230 10TH ST NE,502,Midtown,E,33.78187,-84.37981
LARCENY-FROM VEHICLE,190620573,3/3/2019,1052 W PEACHTREE ST NW,503,Midtown,E,33.7834,-84.38845
LARCENY-NON VEHICLE,190620708,3/3/2019,1660 PEACHTREE ST NW,502,Midtown,E,33.79874,-84.39164
LARCENY-NON VEHICLE,190620867,3/3/2019,2057 PERKERSON RD SW,306,Sylvan Hills,X,33.69832,-84.41675
LARCENY-NON VEHICLE,190621254,3/3/2019,55 CHESTER AVE SE,606,Reynoldstown,N,33.75242,-84.35929
LARCENY-NON VEHICLE,190620963,3/3/2019,240 MOUNT ZION RD SW,312,Glenrose Heights,Z,33.67245,-84.39698
AUTO THEFT,190621422,3/3/2019,850 OAK ST SW @WESTEND MALL,401,West End,T,33.74053,-84.41671
AUTO THEFT,190620869,3/3/2019,45 CAMDEN RD NE,207,Brookwood Hills,E,33.80783,-84.38977
AUTO THEFT,190621121,3/3/2019,3577 MEADOWRIDGE DR SW,414,Brentwood,P,33.67353,-84.50568
AUTO THEFT,190621872,3/3/2019,506 PLAINVILLE DR SW,407,Wildwood (NPU-H),H,33.74153,-84.51807
AUTO THEFT,190611774,3/2/2019,151 RHODESIA AVE SE,307,Lakewood Heights,Y,33.70702,-84.38321
AUTO THEFT,190610768,3/2/2019,66 SPRUCE ST NE,602,Inman Park,N,33.75574,-84.36167
AUTO THEFT,190610695,3/2/2019,3464 ROXBORO RD NE,210,Buckhead Heights,B,33.84935,-84.35574
AUTO THEFT,190610419,3/2/2019,419 CHAMBERLAIN ST SE,604,Sweet Auburn,M,33.75356,-84.37375
AUTO THEFT,190611972,3/2/2019,590 CASCADE AVE SW @KROGER - CASCADE,402,West End,T,33.73812,-84.43276
AUTO THEFT,190610913,3/2/2019,3160 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68593,-84.49685
LARCENY-NON VEHICLE,190611137,3/2/2019,575 PONCE DELEON RD ,606,Old Fourth Ward,M,33.77313,-84.36818
LARCENY-NON VEHICLE,190611514,3/2/2019,100 CENTENNIAL OLYMPIC P DR NW @ZONE 5,507,Downtown,M,33.75733,-84.39635
LARCENY-NON VEHICLE,190612284,3/2/2019,490 FLAT SHOALS AVE SE,612,East Atlanta,W,33.74085,-84.34586
LARCENY-NON VEHICLE,190611055,3/2/2019,360 PHARR RD NE,206,Buckhead Village,B,33.83752,-84.37574
LARCENY-FROM VEHICLE,190610297,3/2/2019,732 EDGEHILL AVE NW,501,Home Park,E,33.78198,-84.41106
LARCENY-FROM VEHICLE,190611478,3/2/2019,161 FORSYTH ST SW,512,Downtown,M,33.75017,-84.39559
LARCENY-FROM VEHICLE,190611493,3/2/2019,768 MARIETTA ST NW,504,Marietta Street Artery,E,33.77331,-84.40403
LARCENY-FROM VEHICLE,190611500,3/2/2019,3393 PEACHTREE RD NE,210,Lenox,B,33.84676,-84.36212
LARCENY-FROM VEHICLE,190610863,3/2/2019,1270 AVALON PL NE,213,Morningside/Lenox Park,F,33.78932,-84.35269
LARCENY-FROM VEHICLE,190612314,3/2/2019,496 MARTIN ST SE,304,Summerhill,V,33.74108,-84.38382
LARCENY-FROM VEHICLE,190612303,3/2/2019,2685 METROPOLITAN PARKWAY,309,Polar Rock,Z,33.69314,-84.39625
LARCENY-FROM VEHICLE,190610918,3/2/2019,541 PEACHTREE ST NE,509,Downtown,M,33.7693,-84.38485
LARCENY-FROM VEHICLE,190611019,3/2/2019,683 PRYOR ST SW,303,Mechanicsville,V,33.73616,-84.39495
LARCENY-FROM VEHICLE,190611374,3/2/2019,782 MURPHY AVE SW,301,Adair Park,V,33.73368,-84.41211
LARCENY-FROM VEHICLE,190610004,3/2/2019,500 AMSTERDAM AVE NE,213,Morningside/Lenox Park,F,33.78856,-84.36992
LARCENY-FROM VEHICLE,190610073,3/2/2019,662 AUBURN AVE NE ,604,Old Fourth Ward,M,33.7571,-84.36637
LARCENY-FROM VEHICLE,190611088,3/2/2019,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82266,-84.3643
LARCENY-FROM VEHICLE,190611211,3/2/2019,587 VIRGINIA AVE NE,506,Midtown,E,33.78063,-84.36828
LARCENY-FROM VEHICLE,190611255,3/2/2019,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81743,-84.351
LARCENY-FROM VEHICLE,190610698,3/2/2019,3390 FAIRBURN RD SW,414,Ben Hill,P,33.6632,-84.52404
LARCENY-FROM VEHICLE,190610753,3/2/2019,1080 EUCLID AVE NE,602,Inman Park,N,33.76359,-84.3517
LARCENY-FROM VEHICLE,190610759,3/2/2019,1615 N PELHAM RD NE,213,Morningside/Lenox Park,F,33.79858,-84.3589
LARCENY-FROM VEHICLE,190610256,3/2/2019,794 JUNIPER ST NE,505,Midtown,E,33.7762,-84.38319
LARCENY-FROM VEHICLE,190610421,3/2/2019,960 SPRING ST NW,503,Midtown,E,33.78081,-84.38928
LARCENY-FROM VEHICLE,190610558,3/2/2019,3640 CAMPBELLTON RD SW,413,,P,33.68972,-84.50763
LARCENY-FROM VEHICLE,190610654,3/2/2019,455 FULTON ST SW,303,Mechanicsville,V,33.74173,-84.40283
LARCENY-NON VEHICLE,190611711,3/2/2019,595 PIEDMONT AVE NE @PUBLIX - PIEDMONT,603,Old Fourth Ward,M,33.77067,-84.38023
LARCENY-NON VEHICLE,190611627,3/2/2019,225 CLIFTON ST SE,610,Kirkwood,O,33.7477,-84.33202
LARCENY-NON VEHICLE,190611413,3/2/2019,1374 ATLANTIC DR NW,501,Atlantic Station,E,33.79282,-84.39779
LARCENY-NON VEHICLE,190610888,3/2/2019,2539 PIEDMONT RD NE ,211,Lindbergh/Morosgo,B,33.82403,-84.36328
LARCENY-NON VEHICLE,190610653,3/2/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,190611089,3/2/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,190611491,3/2/2019,1371 MARKET ST NW,501,Atlantic Station,E,33.7921,-84.39466
LARCENY-NON VEHICLE,190611279,3/2/2019,2325 CHESHIRE BRIDGE RD NE @PUBLIX - CHESHIRE,212,Lindridge/Martin Manor,F,33.81866,-84.34906
BURGLARY-NONRES,190610878,3/2/2019,2685 BEELER DR SW,309,Perkerson,X,33.68148,-84.40128
BURGLARY-RESIDENCE,190611276,3/2/2019,1098 OAK ST SW,401,West End,T,33.74054,-84.42372
BURGLARY-NONRES,190611018,3/2/2019,70 TED TURNER DR SW,512,Downtown,M,33.75267,-84.39533
BURGLARY-RESIDENCE,190611237,3/2/2019,1999 BENT CREEK WAY SW,410,Campbellton Road,R,33.70087,-84.46574
LARCENY-NON VEHICLE,190611188,3/2/2019,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,190611581,3/2/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
BURGLARY-RESIDENCE,190610103,3/2/2019,1080 W PEACHTREE ST NW,503,Midtown,E,33.78483,-84.38793
ROBBERY-PEDESTRIAN,190612206,3/2/2019,903 HUFF RD NW,203,Blandtown,D,33.78929,-84.41758
ROBBERY-PEDESTRIAN,190611849,3/2/2019,2960 OLD JONESBORO RD SW,311,Hammond Park,X,33.67413,-84.40722
ROBBERY-PEDESTRIAN,190610900,3/2/2019,450 CAPITOL AVE SE @CARTER HALL,304,Summerhill,V,33.74229,-84.38686
ROBBERY-RESIDENCE,190610508,3/2/2019,1007 LOMA LINDA ST SW,402,Bush Mountain,S,33.72758,-84.43273
AGG ASSAULT,190610503,3/2/2019,2299 BURROUGHS AVE SE,310,Lakewood,Z,33.6914,-84.37154
AGG ASSAULT,190610456,3/2/2019,2198 BARGE RD SW,412,Briar Glen,P,33.69569,-84.50592
AGG ASSAULT,190610352,3/2/2019,3909 CAMPBELLTON RD SW,412,Kings Forest,P,33.6924,-84.51637
AGG ASSAULT,190601641,3/1/2019,3311 RENAULT RD SE,312,Blair Villa/Poole Creek,Z,33.66389,-84.37863
ROBBERY-COMMERCIAL,190601119,3/1/2019,212 PONCE DE LEON AVE NE,505,Midtown,E,33.77265,-84.38055
BURGLARY-RESIDENCE,190601508,3/1/2019,44 LETHEA ST SE,307,Lakewood Heights,Y,33.71046,-84.37869
BURGLARY-RESIDENCE,190601640,3/1/2019,1115 OAK KNOLL TER SE,307,Lakewood Heights,Y,33.708,-84.37681
AGG ASSAULT,190601974,3/1/2019,1046 SIMS ST SW,302,Pittsburgh,V,33.72633,-84.40298
LARCENY-NON VEHICLE,190602073,3/1/2019,2786 ENGLE RD NW,112,Collier Heights,I,33.76927,-84.47882
LARCENY-NON VEHICLE,190601471,3/1/2019,3030 HEADLAND DR,411,Greenbriar,R,33.68841,-84.48742
BURGLARY-NONRES,190600677,3/1/2019,75 MARIETTA ST NW,508,Downtown,M,33.75608,-84.39161
LARCENY-NON VEHICLE,190601247,3/1/2019,12 BROAD ST SW,511,Downtown,M,33.7532,-84.39201
LARCENY-NON VEHICLE,190601632,3/1/2019,2310 MARTIN L KING JR DR SW,405,Florida Heights,I,33.75121,-84.46544
LARCENY-NON VEHICLE,190601828,3/1/2019,1801 HOWELL MILL RD NW,204,Berkeley Park,D,33.80388,-84.41278
LARCENY-NON VEHICLE,190601881,3/1/2019,650 PONCE DE LEON AVE NE @WHOLE FOODS - PONCE,506,Midtown,E,33.77469,-84.36561
LARCENY-NON VEHICLE,190600675,3/1/2019,2525 PIEDMONT RD NE @HOME DEPOT,211,Lindbergh/Morosgo,B,33.824,-84.36521
LARCENY-NON VEHICLE,190602184,3/1/2019,3393 PEACHTREE RD NE @Multiple,210,Lenox,B,33.84676,-84.36212
LARCENY-NON VEHICLE,190600986,3/1/2019,835 MARTIN LUTHER KING JR DR NW ,102,Vine City,L,33.75504,-84.41457
LARCENY-NON VEHICLE,190601748,3/1/2019,650 PONCE DE LEON AVE NE @HOME DEPOT - PONCE,506,Midtown,E,33.77469,-84.36561
LARCENY-FROM VEHICLE,190600976,3/1/2019,1275 CAROLINE ST NE,609,Edgewood,O,33.75684,-84.3461
LARCENY-FROM VEHICLE,190600418,3/1/2019,619 REED ST SE,304,Summerhill,V,33.73772,-84.38572
LARCENY-FROM VEHICLE,190600651,3/1/2019,1155 LAVISTA RD NE,212,Lindridge/Martin Manor,F,33.81806,-84.35082
LARCENY-FROM VEHICLE,190600671,3/1/2019,848 PEACHTREE ST NE,505,Midtown,E,33.77785,-84.38537
LARCENY-FROM VEHICLE,190600880,3/1/2019,2060 ALISON CT SW,410,Campbellton Road,R,33.70034,-84.45615
LARCENY-FROM VEHICLE,190602204,3/1/2019,2159 CAMPBELLTON RD SW,409,Adams Park,R,33.70577,-84.45958
LARCENY-FROM VEHICLE,190602299,3/1/2019,1991 HOWELL MILL RD NW,205,Channing Valley,C,33.80902,-84.41277
LARCENY-FROM VEHICLE,190602388,3/1/2019,553 AMSTERDAM AVE NE,601,Virginia Highland,F,33.78813,-84.36883
LARCENY-FROM VEHICLE,190602418,3/1/2019,250 10TH STREET,503,Midtown,E,33.78218,-84.37867
LARCENY-FROM VEHICLE,190600500,3/1/2019,1097 WESTVIEW DR SW,101,Atlanta University Center,T,33.74331,-84.41123
LARCENY-NON VEHICLE,190602296,3/1/2019,2457 MARTIN L KING JR DR NW @HIGHTOWER PLAZA,111,Harland Terrace,I,33.7523,-84.46786
LARCENY-NON VEHICLE,190608081,3/1/2019,3400 N LOOP RD,701,,,33.65705,-84.41808
LARCENY-NON VEHICLE,190601279,3/1/2019,1213 ALLENE AVE SW,301,Capitol View,X,33.72178,-84.41346
LARCENY-NON VEHICLE,190601352,3/1/2019,2788 DEFOORS FERRY RD NW,201,,C,33.82114,-84.44713
LARCENY-NON VEHICLE,190601629,3/1/2019,511 LINDBERGH PL NE,211,Lindbergh/Morosgo,B,33.81808,-84.37211
LARCENY-NON VEHICLE,190600687,3/1/2019,2450 CAMELLIA LN NE,211,Lindbergh/Morosgo,B,33.82302,-84.3714
AUTO THEFT,190601537,3/1/2019,300 PETERS ST SW,507,Castleberry Hill,M,33.74651,-84.40219
AUTO THEFT,190600474,3/1/2019,723 FLORENCE PL NW,110,Grove Park,J,33.77468,-84.44164
AUTO THEFT,190601812,3/1/2019,2075 CAMPBELLTON RD SW,409,Adams Park,R,33.70713,-84.45637
AUTO THEFT,190601800,3/1/2019,2473 SUSAN LN SW,413,Mellwood,P,33.68724,-84.50795
AUTO THEFT,190601075,3/1/2019,3160 GREENBRIAR PKWY SW,411,Greenbriar,R,33.68593,-84.49685
AUTO THEFT,190600705,3/1/2019,278 GLENN ST SW,303,Mechanicsville,V,33.738,-84.39672
AUTO THEFT,190608059,3/1/2019,6033 SOUTH TERMINAL BYWAY ST,704,,,33.6397,-84.44434
ROBBERY-PEDESTRIAN,191200245,4/30/2019,2517 DONALD LEE HOLLOWELL PKWY NW ,109,Center Hill,J,33.77605,-84.46824
ROBBERY-PEDESTRIAN,191202329,4/30/2019,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82266,-84.3643
ROBBERY-PEDESTRIAN,191201577,4/30/2019,3012 JONESBORO RD SE,313,South River Gardens,Z,33.67225,-84.37156
AGG ASSAULT,191202297,4/30/2019,745 WINDSOR ST SW,303,Mechanicsville,V,33.73459,-84.39858
AGG ASSAULT,191200246,4/30/2019,3390 CAMPCREEK PKWY SW ,411,,P,33.67142,-84.50177
AGG ASSAULT,191200949,4/30/2019,3000 CONTINENTAL COLONY PKWY SW @CONTINENTAL COLONY,411,Greenbriar,R,33.68035,-84.49154
BURGLARY-RESIDENCE,191200976,4/30/2019,3323 WARD DR SW,312,Glenrose Heights,Z,33.66699,-84.39057
BURGLARY-RESIDENCE,191201007,4/30/2019,495 LYNNHAVEN DR SW,301,Capitol View Manor,X,33.71604,-84.40388
BURGLARY-RESIDENCE,191200050,4/30/2019,1020 SIMS AVE,110,Grove Park,J,33.78215,-84.45277
BURGLARY-RESIDENCE,191200071,4/30/2019,3882 KENNER DR SW,407,Adamsville,H,33.75447,-84.50829
BURGLARY-RESIDENCE,191200648,4/30/2019,480 ROCKWELL ST SW,302,Pittsburgh,V,33.73177,-84.40327
BURGLARY-RESIDENCE,191201583,4/30/2019,201 MOURY AVE SW,305,The Villages at Carver,Y,33.71691,-84.39276
BURGLARY-RESIDENCE,191201385,4/30/2019,330 NOLAND ST SE,305,Chosewood Park,Y,33.71915,-84.37723
BURGLARY-RESIDENCE,191201970,4/30/2019,380 DOLLAR MILL CT SW,407,Ridgecrest Forest,H,33.74383,-84.52518
BURGLARY-NONRES,191201912,4/30/2019,1820 MARIETTA BLVD NW,103,Hills Park,D,33.80478,-84.4372
BURGLARY-NONRES,191200317,4/30/2019,732 JOSEPH E LOWERY BLVD NW,106,Bankhead,K,33.7744,-84.41801
BURGLARY-NONRES,191200607,4/30/2019,1046 FAYETTEVILLE RD SE,612,East Atlanta,W,33.72555,-84.3227
BURGLARY-RESIDENCE,191201934,4/30/2019,112 COURTLAND ST NE,510,Downtown,M,33.75756,-84.38434
BURGLARY-RESIDENCE,191201250,4/30/2019,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82296,-84.36346
LARCENY-NON VEHICLE,191200121,4/30/2019,356 BOULEVARD NE,603,Old Fourth Ward,M,33.76421,-84.37206
LARCENY-NON VEHICLE,191202354,4/30/2019,180 PONCE DE LEON AVE NE,505,Midtown,E,33.77285,-84.38149
LARCENY-NON VEHICLE,191200798,4/30/2019,1275 CAROLINE ST NE @TARGET - CAROLINE,609,Edgewood,O,33.75674,-84.34619
LARCENY-NON VEHICLE,191202185,4/30/2019,2615 DONALD LEE HOLLOWELL PKWY NW,109,Center Hill,J,33.7762,-84.47236
LARCENY-NON VEHICLE,191201184,4/30/2019,1001 NORTHSIDE DR NW,501,Home Park,E,33.7819,-84.40707
LARCENY-NON VEHICLE,191200679,4/30/2019,486 PONCE DE LEON AVE NE,614,Midtown,E,33.77379,-84.37122
LARCENY-FROM VEHICLE,191201121,4/30/2019,1700 PIEDMONT AVE NE,613,Piedmont Heights,F,33.80227,-84.36827
LARCENY-FROM VEHICLE,191200981,4/30/2019,1000 NORTHSIDE DR NW,501,Home Park,E,33.78194,-84.40758
LARCENY-FROM VEHICLE,191201351,4/30/2019,1127 MOORES MILL RD NW,201,Westminster/Milmar,C,33.83397,-84.42494
LARCENY-FROM VEHICLE,191201560,4/30/2019,857 COLLIER RD NW,205,Wildwood (NPU-C),C,33.80986,-84.41626
LARCENY-FROM VEHICLE,191202381,4/30/2019,3760 PRINCETON LAKES PKWY SW,414,Princeton Lakes,P,33.65806,-84.51051
LARCENY-FROM VEHICLE,191202422,4/30/2019,939 PONCE DE LEON AVE NE,602,Poncey-Highland,N,33.77351,-84.35663
LARCENY-FROM VEHICLE,191202447,4/30/2019,17 BAKER ST NW,508,Downtown,M,33.76235,-84.38819
LARCENY-FROM VEHICLE,191202216,4/30/2019,895 RALPH D ABERNATHY BLVD SW,401,West End,T,33.7398,-84.41751
LARCENY-FROM VEHICLE,191202108,4/30/2019,4472 CAMPBELLTON RD ,413,Elmco Estates,P,33.68775,-84.53073
LARCENY-FROM VEHICLE,191202136,4/30/2019,878 PEACHTREE ST NE,505,Midtown,E,33.7788,-84.38438
LARCENY-FROM VEHICLE,191202170,4/30/2019,230 10TH ST NE,502,Midtown,E,33.78187,-84.37981
LARCENY-FROM VEHICLE,191202295,4/30/2019,1170 COLLIER RD NW,204,,C,33.81127,-84.42595
LARCENY-FROM VEHICLE,191200960,4/30/2019,344 SAWTELL AVE SE,307,Lakewood Heights,Y,33.70611,-84.37749
LARCENY-FROM VEHICLE,191200117,4/30/2019,2020 HOWELL MILL RD NW @PUBLIX - HOWELL,205,Wildwood (NPU-C),C,33.81022,-84.41347
LARCENY-FROM VEHICLE,191200323,4/30/2019,1812 HONEYSUCKLE LN SW  ,410,Campbellton Road,R,33.70587,-84.45434
LARCENY-FROM VEHICLE,191200899,4/30/2019,1104 WOODBRIDGE HOLW NE,613,,F,33.79127,-84.3448
LARCENY-FROM VEHICLE,191200380,4/30/2019,311 SCOTT ST SW,406,,I,33.74901,-84.49482
LARCENY-FROM VEHICLE,191200441,4/30/2019,1406 GRAHAM ST SW,301,Capitol View,X,33.71648,-84.41585
LARCENY-FROM VEHICLE,191200531,4/30/2019,3635 E PACES CIR NE,210,Ridgedale Park,B,33.84925,-84.35302
LARCENY-FROM VEHICLE,191200367,4/30/2019,1137 HUDSON DR NE,601,Virginia Highland,F,33.78072,-84.35004
LARCENY-FROM VEHICLE,191200341,4/30/2019,556 NORTHSIDE DR SW      ,303,Pittsburgh,V,33.74007,-84.40778
LARCENY-FROM VEHICLE,191200566,4/30/2019,727 ERIN AVE SW,301,Capitol View,X,33.71975,-84.41155
LARCENY-FROM VEHICLE,191200416,4/30/2019,741 MOROSGO DR NE,211,Lindbergh/Morosgo,B,33.82296,-84.36346
LARCENY-FROM VEHICLE,191201095,4/30/2019,1260 COLLIER RD NW,204,Underwood Hills,D,33.81162,-84.42918
LARCENY-FROM VEHICLE,191200421,4/30/2019,692 HORTENSE PL NW,110,Grove Park,J,33.77368,-84.44116
LARCENY-NON VEHICLE,191201310,4/30/2019,1080 PEACHTREE ST NE,503,Midtown,E,33.78398,-84.38339
LARCENY-NON VEHICLE,191201008,4/30/2019,3242 PEACHTREE RD NE,208,Buckhead Forest,B,33.84425,-84.37311
LARCENY-NON VEHICLE,191202483,4/30/2019,74 NORTHSIDE DR SW,507,Castleberry Hill,M,33.75267,-84.40252
LARCENY-NON VEHICLE,191200486,4/30/2019,642 NORTHSIDE DR NW,506,English Avenue,L,33.77197,-84.40746
LARCENY-NON VEHICLE,191201955,4/30/2019,834 HANK AARON DR SE,304,Summerhill,V,33.73206,-84.38764
LARCENY-NON VEHICLE,191200968,4/30/2019,337 MORELAND AVE NE,608,Candler Park,N,33.7636,-84.34901
LARCENY-NON VEHICLE,191201014,4/30/2019,477 HAMILTON E HOLMES DR NW,109,Center Hill,J,33.76867,-84.47136
LARCENY-NON VEHICLE,191200703,4/30/2019,1935 BREWER BLVD SW,306,Sylvan Hills,X,33.7017,-84.41227
LARCENY-NON VEHICLE,191202195,4/30/2019,825 MCDANIEL ST SW,302,Pittsburgh,V,33.73238,-84.40214
LARCENY-NON VEHICLE,191202364,4/30/2019,1028 REDBUD LN SW,406,Green Acres Valley,I,33.72794,-84.50082
LARCENY-NON VEHICLE,191202399,4/30/2019,520 FULTON ST SW,303,Mechanicsville,V,33.74092,-84.40419
AUTO THEFT,191200935,4/30/2019,143 COURTLAND ST SE,510,Downtown,M,33.75798,-84.38393
AUTO THEFT,191200463,4/30/2019,721 ERIN AVE SW,301,Capitol View,X,33.71974,-84.41138
AUTO THEFT,191200851,4/30/2019,1831 HONEYSUCKLE LN SW,410,Campbellton Road,R,33.7063,-84.45356
AUTO THEFT,191202105,4/30/2019,180 PONCE DE LEON AVE NE,505,Midtown,E,33.77285,-84.38149
AUTO THEFT,191202182,4/30/2019,2484 PERRY BLVD NW,110,Scotts Crossing,G,33.80484,-84.46883
AUTO THEFT,191201227,4/30/2019,300 PETERS ST SW,507,Castleberry Hill,M,33.74651,-84.40219
AUTO THEFT,191191775,4/29/2019,670 NORTHSIDE DR NW,506,English Avenue,L,33.7733,-84.40941
AUTO THEFT,191192172,4/29/2019,1888 PEACHTREE RD NW,207,Ardmore,E,33.80648,-84.39432
AUTO THEFT,191190681,4/29/2019,3206 MATHIESON DR NE,208,Buckhead Forest,B,33.84312,-84.3773
