UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
AGG ASSAULT,090292159,01/29/2009,646 S EVELYN PL NW,105,Grove Park,J,33.77262,-84.44632,
AGG ASSAULT,090291624,01/29/2009,900 CONLEY RD SE,310,South River Gardens,Z,33.64985,-84.36127,
BURGLARY-RESIDENCE,090290054,01/29/2009,316 DARGAN PL SW,107,West End,T,33.74645,-84.42396,
BURGLARY-RESIDENCE,090291982,01/29/2009,3515 PARC CIR SW,407,Southwest,R,33.69868,-84.49764,
BURGLARY-RESIDENCE,090291280,01/29/2009,772 JOSEPH E LOWERY BLVD SW,401,West End,T,33.734,-84.4174,
BURGLARY-RESIDENCE,090291135,01/29/2009,1180 BOOKER AVE SW,303,Pittsburgh,V,33.72262,-84.39736,
BURGLARY-RESIDENCE,090291202,01/29/2009,701 LAKESIDE VILLAGE DR SE;,608,The Villages at East Lake,O,33.74641,-84.31691,
BURGLARY-RESIDENCE,090291809,01/29/2009,626 ATLANTA AVE SE,304,Grant Park,W,33.73062,-84.36695,
BURGLARY-RESIDENCE,090291870,01/29/2009,58 MELDON AVE SE,305,South Atlanta,Y,33.711,-84.38544,
BURGLARY-RESIDENCE,090291898,01/29/2009,1050 LENOX PARK BLVD NE,204,Pine Hills,B,33.85011,-84.34852,
BURGLARY-RESIDENCE,090292046,01/29/2009,1440 LOCKWOOD DR SW,406,Venetian Hills,S,33.7159,-84.43858,
BURGLARY-RESIDENCE,090292201,01/29/2009,103 RICHMOND ST SE,302,Summerhill,V,33.73992,-84.38407,
BURGLARY-RESIDENCE,090291311,01/29/2009,401 17TH ST NW,501,Atlantic Station,E,33.7899,-84.40265,
BURGLARY-RESIDENCE,090291415,01/29/2009,532 CLEVELAND AVE SW,309,Hammond Park,X,33.68116,-84.4059,
BURGLARY-RESIDENCE,090291463,01/29/2009,1401 DONALD LEE HOLLOWELL PKWY NW,102,,J,33.77141,-84.43377,
BURGLARY-RESIDENCE,090291587,01/29/2009,869 E ROCK SPRINGS RD NE;,601,Morningside/Lenox Park,F,33.79745,-84.35866,
BURGLARY-RESIDENCE,090290690,01/29/2009,2273 CHILDRESS DR SW,408,Greenbriar,R,33.69348,-84.48652,
BURGLARY-RESIDENCE,090290883,01/29/2009,2453 CORONET WAY NW,208,,C,33.8209,-84.44958,
BURGLARY-RESIDENCE,090290937,01/29/2009,833 BLOSSOM ST SW,311,Sylvan Hills,X,33.71183,-84.41594,
BURGLARY-RESIDENCE,090290111,01/29/2009,119 RICHARDSON ST SE,302,Summerhill,V,33.74074,-84.38345,
BURGLARY-RESIDENCE,090290393,01/29/2009,914 REBEL FOREST DR SE,611,Rebel Valley Forest,Z,33.68817,-84.35961,
LARCENY-NON VEHICLE,090290236,01/29/2009,255 COURTLAND ST NE,507,Downtown,M,33.76157,-84.38314,
BURGLARY-NONRES,090291163,01/29/2009,2115 MONROE DR,602,Piedmont Heights,F,33.79709,-84.36899,
BURGLARY-NONRES,090290119,01/29/2009,211 ARTHUR LANGFORD JR PL SW,305,High Point,Y,33.71451,-84.39479,
BURGLARY-NONRES,090290377,01/29/2009,887 HOWELL MILL RD NW,501,Marietta Street Artery,E,33.77941,-84.40971,
BURGLARY-NONRES,090290363,01/29/2009,680 14TH ST NW,501,Home Park,E,33.78553,-84.40954,
LARCENY-NON VEHICLE,090291428,01/29/2009,1801 HOWELL MILL RD NW,208,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,090291261,01/29/2009,3500 PEACHTREE RD NE @PHIPPS PLAZA,203,North Buckhead,B,33.85252,-84.36116,
LARCENY-NON VEHICLE,090291596,01/29/2009,2685 METROPOLITAN PKWY SW,308,Perkerson,X,33.68274,-84.40902,
LARCENY-NON VEHICLE,090290957,01/29/2009,725 PONCE DE LEON AVE NE;,604,Poncey-Highland,N,33.77343,-84.36351,
LARCENY-NON VEHICLE,090290845,01/29/2009,12 BROAD STREET,506,Downtown,M,33.7532,-84.39201,
LARCENY-NON VEHICLE,090290679,01/29/2009,3535 PEACHTREE RD,204,Lenox,B,33.85182,-84.3595,
LARCENY-NON VEHICLE,090291157,01/29/2009,595 PIEDMONT AVE NE,510,Old Fourth Ward,M,33.77094,-84.38178,
LARCENY-NON VEHICLE,090291837,01/29/2009,595 PIEDMONT,510,Old Fourth Ward,M,33.77067,-84.38023,
LARCENY-NON VEHICLE,090291482,01/29/2009,464 MORELAND AVE NE;,604,Inman Park,N,33.76686,-84.34915,
LARCENY-NON VEHICLE,090291888,01/29/2009,1801 HOWELL MILL RD NW,208,Berkeley Park,D,33.80388,-84.41278,
LARCENY-NON VEHICLE,090291800,01/29/2009,855 OAK ST SW,401,West End,T,33.74104,-84.41574,
LARCENY-NON VEHICLE,090291724,01/29/2009,1801 HOWELL MILL RD NW,208,Berkeley Park,D,33.80448,-84.41348,
LARCENY-NON VEHICLE,090291679,01/29/2009,610 SPRING ST NW,507,Downtown,M,33.77101,-84.38895,
LARCENY-NON VEHICLE,090291667,01/29/2009,595 PIEDMONT AVE NE,510,Old Fourth Ward,M,33.77067,-84.38023,
LARCENY-NON VEHICLE,090291919,01/29/2009,1275 CAROLINE ST NE,607,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,090290061,01/29/2009,1362 BOULEVARD SE,609,Benteen Park,W,33.71744,-84.36818,
LARCENY-FROM VEHICLE,090291918,01/29/2009,2201 FAULKNER RD NE;,602,Lindridge/Martin Manor,F,33.81313,-84.35761,
LARCENY-FROM VEHICLE,090291699,01/29/2009,438 MORELAND AVE NE,604,Inman Park,N,33.76634,-84.34916,
LARCENY-FROM VEHICLE,090292072,01/29/2009,W PEACHTREE PL NW / W PEACHTREE ST NE,507,Downtown,M,33.76399,-84.38753,
LARCENY-FROM VEHICLE,090291726,01/29/2009,80 JESSE HILL JR DR  NE,509,Downtown,M,33.75168,-84.38198,
LARCENY-FROM VEHICLE,090292098,01/29/2009,1123 NORTHSIDE DR NW,501,Home Park,E,33.78536,-84.40711,
LARCENY-FROM VEHICLE,090292065,01/29/2009,PIEDMONT ROAD / MAIN ST,204,Lindbergh/Morosgo,B,33.82243,-84.36735,
LARCENY-FROM VEHICLE,090292181,01/29/2009,194 PALATKA ST SE,608,Kirkwood,O,33.74774,-84.32056,
LARCENY-FROM VEHICLE,090292003,01/29/2009,PAVILLION ST SE / OAKLAND AVE SE,304,Grant Park,W,33.73604,-84.37505,
LARCENY-FROM VEHICLE,090291114,01/29/2009,3500 PEACHTREE RD NE,203,North Buckhead,B,33.85302,-84.36278,
LARCENY-FROM VEHICLE,090290941,01/29/2009,530 PIEDMONT AVE NE,507,Downtown,M,33.76909,-84.38208,
LARCENY-FROM VEHICLE,090290469,01/29/2009,628 BRENNAN LN SW,411,Westwood Terrace,I,33.73811,-84.45476,
LARCENY-FROM VEHICLE,090290882,01/29/2009,132 LUCKIE ST NW,506,Downtown,M,33.75825,-84.39067,
LARCENY-FROM VEHICLE,090290875,01/29/2009,898 OAK ST SW,401,West End,T,33.74057,-84.41738,
LARCENY-FROM VEHICLE,090290862,01/29/2009,75 SPRING ST SW,508,Downtown,M,33.75268,-84.39557,
LARCENY-FROM VEHICLE,090290202,01/29/2009,395 CENTRAL PARK PL NE,510,Old Fourth Ward,M,33.76536,-84.3777,
LARCENY-FROM VEHICLE,090290439,01/29/2009,505 PHARR RD NE,206,Garden Hills,B,33.83653,-84.37167,
LARCENY-FROM VEHICLE,090290329,01/29/2009,6116 CHASTAIN DR NE,203,East Chastain Park,B,33.86619,-84.38348,
LARCENY-FROM VEHICLE,090291181,01/29/2009,490 GLENN ST SW,301,Mechanicsville,V,33.73805,-84.40262,
LARCENY-FROM VEHICLE,090291635,01/29/2009,2870 PEACHTREE RD,206,Peachtree Heights West,B,33.83278,-84.38428,
LARCENY-FROM VEHICLE,090291535,01/29/2009,55 MAPLE ST NW,101,Vine City,L,33.75569,-84.40528,
LARCENY-FROM VEHICLE,090291490,01/29/2009,42 AUBURN AVE,507,Downtown,M,33.75559,-84.38613,
LARCENY-FROM VEHICLE,090291484,01/29/2009,730 MIAMI CIR NE,204,Lindbergh/Morosgo,B,33.83048,-84.36372,
LARCENY-FROM VEHICLE,090291483,01/29/2009,3850 ROSWELL RD NE,203,East Chastain Park,B,33.85988,-84.38156,
LARCENY-FROM VEHICLE,090290168,01/29/2009,1058 HOWELL MILL RD NW,501,Home Park,E,33.78345,-84.4119,
LARCENY-FROM VEHICLE,090290121,01/29/2009,3391 PARC LN SW,407,Southwest,R,33.70003,-84.49685,
LARCENY-FROM VEHICLE,090290325,01/29/2009,120 BISCAYNE DR NW,207,,C,33.81533,-84.39402,
LARCENY-NON VEHICLE,090291444,01/29/2009,436 CITYHEIGHTS DR NE,510,Old Fourth Ward,M,33.77035,-84.37963,
LARCENY-NON VEHICLE,090290630,01/29/2009,1101 JUNIPER ST,503,Midtown,E,33.78465,-84.3821,
LARCENY-FROM VEHICLE,090291225,01/29/2009,947 WHITE ST SW,401,West End,T,33.73244,-84.41889,
LARCENY-FROM VEHICLE,090290336,01/29/2009,1760 NORTHSIDE DR NW,207,Channing Valley,C,33.80402,-84.40791,
LARCENY-FROM VEHICLE,090290355,01/29/2009,3725 PRINCETON LAKES PKWY SW,410,Princeton Lakes,P,33.65769,-84.50853,
LARCENY-NON VEHICLE,090290577,01/29/2009,3393 PEACHTREE RD NE,204,Lenox,B,33.84892,-84.36426,
LARCENY-NON VEHICLE,090291441,01/29/2009,101 OLLIE ST NW,103,Washington Park,K,33.75771,-84.42118,
LARCENY-NON VEHICLE,090290334,01/29/2009,2124 CHESHIRE BRIDGE RD NE,602,Lindridge/Martin Manor,F,33.81307,-84.35424,
LARCENY-NON VEHICLE,090290213,01/29/2009,3113 CAMPBELLTON RD SW,407,Southwest,R,33.69261,-84.49098,
LARCENY-NON VEHICLE,090291440,01/29/2009,1806 SPRINGER ST NW,208,Underwood Hills,D,33.80447,-84.41739,
LARCENY-NON VEHICLE,090291823,01/29/2009,2430 METROPOLITAN PKWY SW,308,Perkerson,X,33.68834,-84.40783,
LARCENY-NON VEHICLE,090291372,01/29/2009,1043 WINDSOR ST SW,303,Pittsburgh,V,33.72635,-84.39861,
LARCENY-NON VEHICLE,090291271,01/29/2009,18 4TH ST NW,501,East Lake,O,33.75163,-84.30682,
AUTO THEFT,090291379,01/29/2009,921 BERNE ST SE,609,Ormewood Park,W,33.73629,-84.35734,
AUTO THEFT,090291473,01/29/2009,1999 BENT CREEK WAY SW,408,Campbellton Road,R,33.70087,-84.46574,
AUTO THEFT,090291086,01/29/2009,225 HAMILTON E HOLMES DR NW @DOUGLAS HIGH SCHOOL,104,Center Hill,J,33.76115,-84.4682,
AUTO THEFT,090290224,01/29/2009,921 WESTMORELAND CIR NW,106,West Highlands,G,33.78956,-84.44919,
AUTO THEFT,090290400,01/29/2009,820 W MARIETTA ST NW,102,English Avenue,L,33.78045,-84.41554,
AUTO THEFT,090291192,01/29/2009,1999 BENT CREEK WAY SW,408,Campbellton Road,R,33.70087,-84.46574,
AUTO THEFT,090290437,01/29/2009,3429 ADKINS RD NW,110,Fairburn Heights,H,33.77342,-84.50319,
AUTO THEFT,090290789,01/29/2009,215 NORTH AVE NE,510,Old Fourth Ward,M,33.77117,-84.38025,
AUTO THEFT,090290854,01/29/2009,3131 CAMPBELLTON RD SW,407,Southwest,R,33.69258,-84.49266,
AUTO THEFT,090290858,01/29/2009,664 N HIGHLAND AVE NE,604,Poncey-Highland,N,33.77267,-84.35282,
AUTO THEFT,090290421,01/29/2009,450 KENNEDY ST NW,111,English Avenue,L,33.76808,-84.40258,
AUTO THEFT,090291804,01/29/2009,1616 PIEDMONT AVE NE,602,Piedmont Heights,F,33.79884,-84.36815,
AUTO THEFT,090291436,01/29/2009,390 17TH ST NW,501,Atlantic Station,E,33.7902,-84.4003,
AUTO THEFT,090290693,01/29/2009,800 PEACHTREE ST NE,503,Midtown,E,33.77655,-84.38478,
AUTO THEFT,090290841,01/29/2009,757 HILL ST SE,304,Grant Park,W,33.73376,-84.37867,
AUTO THEFT,090291276,01/29/2009,1362 LAKEWOOD AVE SE,305,South Atlanta,Y,33.71722,-84.38135,
AUTO THEFT,090292023,01/29/2009,286 COLONIAL HOMES DR NW,207,Colonial Homes,C,33.81369,-84.3966,
AUTO THEFT,090292054,01/29/2009,7TH ST NE / W PEACHTREE ST NW,503,Midtown,E,33.77873,-84.38728,
AUTO THEFT,090291265,01/29/2009,501 PULLIAM ST SW,301,Mechanicsville,V,33.74038,-84.39273,
AUTO THEFT,090291103,01/29/2009,240 MAYNARD TER SE,608,Kirkwood,O,33.7454,-84.33373,
AUTO THEFT,090280857,01/28/2009,AUBURN AVE NE / FORT ST NE,510,Sweet Auburn,M,33.75552,-84.37797,
AUTO THEFT,090281595,01/28/2009,244 PETERS ST,508,Mechanicsville,V,33.74075,-84.39575,
AUTO THEFT,090280733,01/28/2009,268 WESTMINSTER DR,504,Midtown,E,33.79392,-84.371,
AUTO THEFT,090280948,01/28/2009,2423 MARTIN L KING JR DR NW,411,Florida Heights,I,33.75185,-84.46607,
AUTO THEFT,090281560,01/28/2009,984 CAMILLA ST SW,107,Ashview Heights,T,33.75028,-84.41985,
AUTO THEFT,090281951,01/28/2009,1061 SEABOARD AVE NE,606,Reynoldstown,N,33.75737,-84.35202,
AUTO THEFT,090280367,01/28/2009,220 PINE ST NW,506,Downtown,M,33.76773,-84.39438,
LARCENY-NON VEHICLE,090280330,01/28/2009,926 WAVERLY WAY NE,604,Inman Park,N,33.76048,-84.35729,
AUTO THEFT,090280162,01/28/2009,3131 CAMPBELLTON RD SW,407,Southwest,R,33.69258,-84.49266,
AUTO THEFT,090280206,01/28/2009,2841 GREENBRIAR PKWY SW,408,Greenbriar,R,33.68677,-84.49773,
AUTO THEFT,090280347,01/28/2009,445 CLEVELAND AVE SW,308,Perkerson,X,33.68134,-84.40388,
AUTO THEFT,090280550,01/28/2009,2640 MARTIN L KING JR DR SW,412,Harland Terrace,I,33.75381,-84.47425,
LARCENY-NON VEHICLE,090281541,01/28/2009,2001 SYLVAN RD SW,311,Sylvan Hills,X,33.69981,-84.4184,
LARCENY-NON VEHICLE,090281019,01/28/2009,999 PEACHTREE ST NE,503,Midtown,E,33.78099,-84.38298,
LARCENY-NON VEHICLE,090280352,01/28/2009,300 SPRING ST NW,507,Downtown,M,33.76273,-84.38912,
LARCENY-NON VEHICLE,090280300,01/28/2009,477 PEACHTREE ST NE,507,Downtown,M,33.76764,-84.38524,
LARCENY-NON VEHICLE,090280514,01/28/2009,3393 PEACHTREE RD,204,Lenox,B,33.84676,-84.36212,
LARCENY-FROM VEHICLE,090280456,01/28/2009,1069 WASHINGTON HEIGHTS TER NW,103,Washington Park,K,33.76147,-84.42254,
LARCENY-FROM VEHICLE,090280303,01/28/2009,552 THURMOND ST NW,101,Vine City,L,33.76111,-84.40561,
LARCENY-FROM VEHICLE,090280710,01/28/2009,67 PEACHTREE PARK DR NE,206,,E,33.81226,-84.39005,
LARCENY-FROM VEHICLE,090280654,01/28/2009,855 W PEACHTREE ST NE,503,Midtown,E,33.77773,-84.38718,
LARCENY-NON VEHICLE,090280939,01/28/2009,1001 PONCE DE LEON AVE NE,603,Virginia Highland,F,33.77391,-84.35452,
LARCENY-NON VEHICLE,090280777,01/28/2009,835 VIRGIL ST NE,604,Inman Park,N,33.75839,-84.36023,
LARCENY-FROM VEHICLE,090280951,01/28/2009,995 PARSONS STREET,107,Ashview Heights,T,33.7512,-84.42023,
LARCENY-FROM VEHICLE,090281978,01/28/2009,484 MARTIN ST SE,302,Summerhill,V,33.74145,-84.38382,
LARCENY-FROM VEHICLE,090281976,01/28/2009,NELSON ST SW / WALKER ST SW,508,Castleberry Hill,M,33.75112,-84.40011,
LARCENY-FROM VEHICLE,090282089,01/28/2009,3RD ST NE / DURANT PL NE;,505,Midtown,E,33.77365,-84.37585,
LARCENY-FROM VEHICLE,090280860,01/28/2009,407 ASHWOOD AVE SW,306,Betmar LaVilla,Y,33.70563,-84.40254,
LARCENY-FROM VEHICLE,090281603,01/28/2009,MITCHELL ST SW / PRYOR ST SW,508,Downtown,M,33.75029,-84.39184,
LARCENY-FROM VEHICLE,090281772,01/28/2009,FORSYTH ST NW / WALTON ST NW,506,Downtown,M,33.75596,-84.39031,
LARCENY-FROM VEHICLE,090280520,01/28/2009,32 PEACHTREE ST NW,506,Downtown,M,33.75478,-84.38959,
LARCENY-FROM VEHICLE,090280357,01/28/2009,156 MOURY AVE SW,305,The Villages at Carver,Y,33.71265,-84.38851,
LARCENY-FROM VEHICLE,090280051,01/28/2009,560 CLEBURNE TER NE,604,Poncey-Highland,N,33.76955,-84.35389,
LARCENY-FROM VEHICLE,090280908,01/28/2009,6TH ST @ CYPRESS ST,501,Home Park,E,33.78159,-84.39674,
LARCENY-FROM VEHICLE,090280957,01/28/2009,369 MCDANIEL STREET,107,The Villages at Castleberry Hill,T,33.74505,-84.40523,
LARCENY-FROM VEHICLE,090281347,01/28/2009,15 PEACHTREE ST SW;,506,Downtown,M,33.75369,-84.39043,
LARCENY-FROM VEHICLE,090281551,01/28/2009,778 AVENIDA ST SW,402,Westview,T,33.73409,-84.43849,
LARCENY-FROM VEHICLE,090281175,01/28/2009,812 MARTIN L KING JR DR SW,101,Atlanta University Center,T,33.75461,-84.41411,
LARCENY-FROM VEHICLE,090281885,01/28/2009,WILLIAMS ST NW / SIMPSON ST NW,507,Downtown,M,33.76329,-84.39054,
LARCENY-FROM VEHICLE,090281751,01/28/2009,3566 PIEDMONT RD NE,205,Buckhead Forest,B,33.85134,-84.37963,
LARCENY-FROM VEHICLE,090281742,01/28/2009,1116 COLBY CT SE,610,East Atlanta,W,33.72895,-84.3283,
LARCENY-FROM VEHICLE,090281740,01/28/2009,2165 CHESHIRE BRIDGE RD NE;,601,Lindridge/Martin Manor,F,33.81341,-84.35347,
LARCENY-FROM VEHICLE,090281089,01/28/2009,46 BOULEVARD SE,511,Old Fourth Ward,M,33.75304,-84.3715,
LARCENY-FROM VEHICLE,090280578,01/28/2009,175 PIEDMONT AVE NE,509,Downtown,M,33.75902,-84.38134,
LARCENY-FROM VEHICLE,090280558,01/28/2009,DONALD LEE HOLLOWELL PKWY NW / BOLTON RD NW,110,Bankhead/Bolton,H,33.78781,-84.49441,
LARCENY-FROM VEHICLE,090280540,01/28/2009,1362 METROPOLITAN PKWY SW,312,Capitol View Manor,X,33.71768,-84.40758,
LARCENY-NON VEHICLE,090281065,01/28/2009,650 PONCE DE LEON AVE NE,505,Midtown,E,33.77469,-84.36561,
LARCENY-NON VEHICLE,090281759,01/28/2009,3393 PEACHTREE RD,204,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,090281016,01/28/2009,3050 MARTIN L KING JR DR SW,412,Harland Terrace,I,33.75177,-84.4857,
LARCENY-NON VEHICLE,090280689,01/28/2009,12 BROAD STREET,506,Downtown,M,33.7532,-84.39201,
BURGLARY-RESIDENCE,090281137,01/28/2009,393 W ONTARIO AVE SW,402,Westview,T,33.74453,-84.4399,
BURGLARY-RESIDENCE,090280714,01/28/2009,569 SOUTH EVELYN,105,Grove Park,J,33.77072,-84.44558,
BURGLARY-RESIDENCE,090281501,01/28/2009,132 MERRITTS AVE NW,506,Downtown,M,33.76867,-84.39302,
BURGLARY-NONRES,090281923,01/28/2009,1625 MARTIN LUTHER KING JR DR,104,Mozley Park,K,33.75344,-84.44213,
BURGLARY-NONRES,090280243,01/28/2009,1829 PEACHTREE RD NE,210,Brookwood Hills,E,33.80521,-84.39344,
BURGLARY-NONRES,090280532,01/28/2009,3699 BAKERS FERRY RD SW,413,Adamsville,H,33.76078,-84.50966,
BURGLARY-NONRES,090280630,01/28/2009,3112 E SHADOWLAWN AVE NE,205,Buckhead Village,B,33.8399,-84.37436,
LARCENY-NON VEHICLE,090281589,01/28/2009,1249 DONALD LEE HOLLOWELL PKWY NW,102,,J,33.77197,-84.42859,
LARCENY-NON VEHICLE,090281150,01/28/2009,82 PEACHTREE STREET SW,506,Downtown,M,33.75186,-84.39133,
LARCENY-NON VEHICLE,090280459,01/28/2009,220 NORTHSIDE DR NW @BETHUNE ELEM SCHOOL,101,Vine City,L,33.76067,-84.40345,
LARCENY-NON VEHICLE,090280095,01/28/2009,970 SPRING ST NW,502,Midtown,E,33.78123,-84.38946,
BURGLARY-NONRES,090280123,01/28/2009,495 MORELAND AVE SE;,609,Ormewood Park,W,33.74062,-84.34966,
BURGLARY-NONRES,090280006,01/28/2009,3381 GREENBRIAR PKWY SW,410,,P,33.68403,-84.50216,
BURGLARY-NONRES,090280198,01/28/2009,3 FAIRBURN RD SW,413,Adamsville,H,33.75929,-84.50557,
BURGLARY-RESIDENCE,090281888,01/28/2009,981 MAULDIN ST SE,606,Reynoldstown,N,33.74911,-84.35505,
BURGLARY-RESIDENCE,090281461,01/28/2009,531 HIAWASSEE DR SW,411,,I,33.74167,-84.49396,
BURGLARY-RESIDENCE,090281653,01/28/2009,1140 HENRY THOMAS DRIVE,611,Thomasville Heights,Z,33.70597,-84.35186,
BURGLARY-RESIDENCE,090281370,01/28/2009,1940 FISHER RD SE; GRANT PARK COMMONS APTS,609,Custer/McDonough/Guice,W,33.70979,-84.35849,
BURGLARY-RESIDENCE,090281098,01/28/2009,479 HOLDERNESS ST SW,401,West End,T,33.742,-84.42741,
BURGLARY-RESIDENCE,090281134,01/28/2009,605 MORELAND AVE SE,609,Ormewood Park,W,33.73774,-84.34961,
BURGLARY-RESIDENCE,090281149,01/28/2009,2582 DALE CREEK RD,109,Collier Heights,I,33.76437,-84.47541,
BURGLARY-RESIDENCE,090281169,01/28/2009,141 WATSON CIR SE,608,Kirkwood,O,33.74857,-84.31557,
BURGLARY-RESIDENCE,090281330,01/28/2009,483 HOLDERNESS ST SW,401,West End,T,33.74183,-84.42746,
BURGLARY-RESIDENCE,090281846,01/28/2009,2141 PRYOR RD SW,307,Polar Rock,Z,33.696,-84.39938,
BURGLARY-RESIDENCE,090281371,01/28/2009,609 VIRGINIA,604,Virginia Highland,F,33.78138,-84.36691,
BURGLARY-RESIDENCE,090280773,01/28/2009,2766 HEDGEWOOD DR NW,412,Westhaven,I,33.75727,-84.4784,
BURGLARY-RESIDENCE,090281029,01/28/2009,24 GERTRUDE PL,105,Grove Park,J,33.77604,-84.44485,
BURGLARY-RESIDENCE,090280581,01/28/2009,1675 LAUREL AVE NW,209,Hills Park,D,33.80166,-84.44226,
BURGLARY-RESIDENCE,090280761,01/28/2009,1854 LAKEWOOD TER SE,306,Lakewood Heights,Y,33.70308,-84.37982,
BURGLARY-RESIDENCE,090280827,01/28/2009,3424 VILLAGE PARK LN SW,410,Ben Hill,P,33.66246,-84.52474,
BURGLARY-RESIDENCE,090280966,01/28/2009,1811 HONEYSUCKLE LN SW,408,Campbellton Road,R,33.70595,-84.45275,
BURGLARY-RESIDENCE,090280992,01/28/2009,1567 WOODLAND AVE SE,609,Custer/McDonough/Guice,W,33.71147,-84.35321,
BURGLARY-RESIDENCE,090280715,01/28/2009,1014 WALDEN ST,108,Brookview Heights,G,33.78285,-84.47923,
BURGLARY-RESIDENCE,090281827,01/28/2009,783 MAGNOLIA WAY,101,Vine City,L,33.75822,-84.41377,
AGG ASSAULT,090282085,01/28/2009,678 FLAT SHOALS AVE SE,610,East Atlanta,W,33.73905,-84.34397,
AGG ASSAULT,090282044,01/28/2009,600 MARTIN ST SE,302,Summerhill,V,33.73778,-84.38316,
AGG ASSAULT,090280976,01/28/2009,3738 MAYS XING,413,Fairburn Mays,H,33.73377,-84.51254,
AGG ASSAULT,090272181,01/28/2009,1097 HARWELL RD NW,109,Collier Heights,I,33.7852,-84.4911,
AGG ASSAULT,090280163,01/28/2009,1181 MCPHERSON AVE SE,610,East Atlanta,W,33.74322,-84.34866,
AGG ASSAULT,090281032,01/28/2009,159 EUHRLEE STREET,107,Atlanta University Center,T,33.75036,-84.41634,
AGG ASSAULT,090281235,01/28/2009,2002 LATHROP ST SE,611,Thomasville Heights,Z,33.70009,-84.35963,
AGG ASSAULT,090281439,01/28/2009,3353 PEACHTREE RD NE,204,Lenox,B,33.84774,-84.36713,
ROBBERY-PEDESTRIAN,090281118,01/28/2009,1700 LAKEWOOD AVE SE,306,Lakewood Heights,Y,33.70776,-84.37972,
ROBBERY-PEDESTRIAN,090281074,01/28/2009,NORTH AVE NE / BOULEVARD NE;,505,Old Fourth Ward,M,33.77118,-84.37177,
ROBBERY-RESIDENCE,090281842,01/28/2009,2591 ETHERIDGE DR NW,106,Carey Park,G,33.7881,-84.47292,
ROBBERY-COMMERCIAL,090270280,01/27/2009,725 PONCE DE LEON AVE NE,606,Poncey-Highland,N,33.77343,-84.36351,
ROBBERY-PEDESTRIAN,090272115,01/27/2009,PRYOR RD SW / MOURY AVE SW              ,305,High Point,Y,33.71707,-84.39343,
ROBBERY-PEDESTRIAN,090270163,01/27/2009,1225 CAROLINE ST NE,607,Edgewood,O,33.75605,-84.34813,
ROBBERY-RESIDENCE,090270924,01/27/2009,948 FAIRBURN RD NW,110,Carroll Heights,H,33.77952,-84.50338,
ROBBERY-RESIDENCE,090270166,01/27/2009,238  WALKER ST SW,508,Castleberry Hill,M,33.74875,-84.40229,
ROBBERY-PEDESTRIAN,090270685,01/27/2009,2655 DONALD LEE HOLLOWELL PKWY NW,108,Brookview Heights,G,33.77687,-84.47437,
ROBBERY-PEDESTRIAN,090272220,01/27/2009,296 CRUMLEY ST SW,301,Mechanicsville,V,33.73941,-84.39806,
ROBBERY-PEDESTRIAN,090272176,01/27/2009,565 GREENSFERRY AVE SW,107,The Villages at Castleberry Hill,T,33.74651,-84.40675,
AGG ASSAULT,090270097,01/27/2009,412 JAMES P BRAWLEY DR NW,111,English Avenue,L,33.7658,-84.41269,
AGG ASSAULT,090270992,01/27/2009,2840 MARTIN LUTHER KING JR DR SW,412,Harland Terrace,I,33.7538,-84.48055,
AGG ASSAULT,090271187,01/27/2009,1271 TACOMA DR NW,209,Blandtown,D,33.7954,-84.43006,
AGG ASSAULT,090271301,01/27/2009,508 MAIN ST NE,206,Lindbergh/Morosgo,B,33.82278,-84.3701,
AGG ASSAULT,090271881,01/27/2009,425 CHAPPELL RD NW,102,Bankhead,K,33.76722,-84.43255,
BURGLARY-NONRES,090270894,01/27/2009,522 ENGLISH AVE,111,English Avenue,L,33.76892,-84.4137,
BURGLARY-NONRES,090271001,01/27/2009,2107 FAULKNER RD NE,601,Lindridge/Martin Manor,F,33.81212,-84.35756,
BURGLARY-NONRES,090270302,01/27/2009,1830 PIEDMONT AVE NE,602,Piedmont Heights,F,33.80561,-84.36752,
BURGLARY-NONRES,090270092,01/27/2009,1047 RALPH D ABERNATHY BLVD SW,401,West End,T,33.73849,-84.42215,
BURGLARY-NONRES,090270510,01/27/2009,549 JOSEPH E LOWERY BLVD SW,401,West End,T,33.74001,-84.41782,
BURGLARY-NONRES,090270481,01/27/2009,369 MCDANIEL ST SW,107,The Villages at Castleberry Hill,T,33.74415,-84.40686,
BURGLARY-NONRES,090270671,01/27/2009,2642 METROPOLITAN PKWY SW,308,Perkerson,X,33.6824,-84.40766,
BURGLARY-RESIDENCE,090271481,01/27/2009,1940 FISHER RD,609,Custer/McDonough/Guice,W,33.70979,-84.35849,
BURGLARY-RESIDENCE,090271563,01/27/2009,126 ADAIR AVE SE,306,Lakewood Heights,Y,33.70639,-84.38405,
BURGLARY-RESIDENCE,090271815,01/27/2009,1569 MCPHERSON AVE SE,610,East Atlanta,W,33.74377,-84.33632,
BURGLARY-RESIDENCE,090271835,01/27/2009,370 NORTHSIDE,111,English Avenue,L,33.76507,-84.4042,
